PNR,SourceSystemTicketingDate,SupplierTicketingDate,SourceSystem,SupplierName,SourceSystemStatus,SupplierStatus,IsOrphan,PCC,TicketingAgentSignOn
DCZXTL,,2025-09-10T17:31:20.043+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZX8C,,2025-09-10T17:31:45.203+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DCZXYR,,2025-09-10T17:31:56.415+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCZY4M,,2025-09-10T17:32:43.083+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCZYT8,,2025-09-10T17:35:30.767+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DCZZ29,,2025-09-10T17:36:34.283+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DCZZ2L,,2025-09-10T17:36:36.127+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZZ0L,,2025-09-10T17:36:20.598+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZZB8,,2025-09-10T17:37:34.182+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZZC7,,2025-09-10T17:37:40.571+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZZNB,,2025-09-10T17:38:59.084+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZZS6,,2025-09-10T17:39:25.627+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DCZZQ5,,2025-09-10T17:39:12.722+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCZZYB,,2025-09-10T17:40:09.880+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0047,,2025-09-10T17:40:58.571+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0067,,2025-09-10T17:41:13.527+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD00KY,,2025-09-10T17:42:47.366+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD00CH,,2025-09-10T17:41:54.846+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD00H9,,2025-09-10T17:42:26.227+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD00RF,,2025-09-10T17:43:26.885+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD01GM,,2025-09-10T17:46:21.413+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0128,,2025-09-10T17:44:43.780+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD01NS,,2025-09-10T17:47:17.856+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD01W4,,2025-09-10T17:48:15.621+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD02CG,,2025-09-10T17:50:23.854+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD02LF,,2025-09-10T17:51:24.954+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD01TX,,2025-09-10T17:48:02.837+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD02TP,,2025-09-10T17:52:24.375+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0C7Y,,2025-09-10T18:31:34.050+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0253,,2025-09-10T17:53:26.785+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DD033Z,,2025-09-10T17:53:40.588+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD036P,,2025-09-10T17:54:03.650+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD03QX,,2025-09-10T17:56:11.874+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD03TR,,2025-09-10T17:56:36.314+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD045C,,2025-09-10T17:58:09.481+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
LVB5YB,,2025-09-10T17:39:40.113+00:00,,Galileo,,Ticketed,TRUE,,
DD04CF,,2025-09-10T17:58:56.729+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD04D6,,2025-09-10T17:59:02.275+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD04DT,,2025-09-10T17:59:10.622+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD04F7,,2025-09-10T17:59:16.933+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD04GT,,2025-09-10T17:59:30.379+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
U459WF,,2025-09-10T17:43:47.544+00:00,,Galileo,,Ticketed,TRUE,,
DD04K2,,2025-09-10T17:59:48.729+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0508,,2025-09-10T18:01:53.947+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD04PT,,2025-09-10T18:00:32.182+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0523,,2025-09-10T18:02:11.591+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0596,,2025-09-10T18:03:11.021+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD05F5,,2025-09-10T18:03:44.053+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD05WJ,,2025-09-10T18:05:50.784+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD05WW,,2025-09-10T18:05:55.115+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD05XT,,2025-09-10T18:06:03.832+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD05ZD,,2025-09-10T18:06:20.424+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD01RS,,2025-09-10T18:06:24.909+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
J82MST,,2025-09-10T17:51:34.851+00:00,,Galileo,,Ticketed,TRUE,,
DD06M5,,2025-09-10T18:09:18.655+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD06VM,,2025-09-10T18:10:25.390+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD070Q,,2025-09-10T18:11:17.274+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD079P,,2025-09-10T18:12:36.564+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD070R,,2025-09-10T18:11:17.455+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD07GM,,2025-09-10T18:13:26.169+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD07H9,,2025-09-10T18:13:31.168+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD07LN,,2025-09-10T18:14:02.769+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0743,,2025-09-10T18:14:14.852+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DD07P1,,2025-09-10T18:14:25.150+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD082Z,,2025-09-10T18:16:24.439+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD083F,,2025-09-10T18:16:27.962+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD087Q,,2025-09-10T18:17:07.682+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD087G,,2025-09-10T18:17:06.005+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD08L3,,2025-09-10T18:18:32.836+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD08PS,,2025-09-10T18:19:07.475+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD08NX,,2025-09-10T18:18:58.495+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD08QL,,2025-09-10T18:19:15.585+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD08WR,,2025-09-10T18:20:11.162+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD08HG,,2025-09-10T18:18:10.136+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD09W6,,2025-09-10T18:25:04.805+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD09L9,,2025-09-10T18:23:36.292+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD09Y1,,2025-09-10T18:25:23.814+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0B39,,2025-09-10T18:26:17.107+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0BHQ,,2025-09-10T18:28:11.486+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0B88,,2025-09-10T18:26:58.887+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0C2P,,2025-09-10T18:30:51.061+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD0BN7,,2025-09-10T18:28:50.468+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0MHZ,,2025-09-10T19:14:08.292+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0CFS,,2025-09-10T18:32:35.206+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0CC0,,2025-09-10T18:32:05.247+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0CLF,,2025-09-10T18:33:20.712+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0CRS,,2025-09-10T18:34:04.742+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0CW7,,2025-09-10T18:34:34.843+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0D0K,,2025-09-10T18:35:16.421+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0D2P,,2025-09-10T18:35:35.529+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD0D43,,2025-09-10T18:35:47.419+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0D4G,,2025-09-10T18:35:51.340+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0D4B,,2025-09-10T18:35:52.965+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0DBZ,,2025-09-10T18:36:51.551+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0DS5,,2025-09-10T18:38:58.379+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0DSW,,2025-09-10T18:39:06.519+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0DZL,,2025-09-10T18:39:58.370+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0F4Q,,2025-09-10T18:40:45.674+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0G62,,2025-09-10T18:48:00.111+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0G9H,,2025-09-10T18:46:32.434+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD0FM7,,2025-09-10T18:43:01.464+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0GPD,,2025-09-10T18:48:24.848+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0H1G,,2025-09-10T18:50:08.859+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0H41,,2025-09-10T18:50:39.428+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0HHD,,2025-09-10T18:52:36.376+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0H5T,,2025-09-10T18:50:56.543+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD0H39,,2025-09-10T18:50:29.337+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0HWY,,2025-09-10T18:54:41.629+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0J2Z,,2025-09-10T18:56:42.743+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DD0J8P,,2025-09-10T18:56:38.686+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0J97,,2025-09-10T18:56:43.839+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0JRS,,2025-09-10T18:59:20.822+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0KBG,,2025-09-10T19:02:23.361+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0K9J,,2025-09-10T19:02:15.675+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0KG1,,2025-09-10T19:02:55.832+00:00,,Galileo,,Ticketed,TRUE,7K1J,Z7K1JGWS
DD0KFC,,2025-09-10T19:02:49.505+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0KBJ,,2025-09-10T19:02:23.701+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0KK4,,2025-09-10T19:03:36.945+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0KM0,,2025-09-10T19:03:55.054+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0L0S,,2025-09-10T19:06:15.629+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0L2P,,2025-09-10T19:06:35.359+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0LRM,,2025-09-10T19:10:14.762+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0LCK,,2025-09-10T19:08:09.707+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0LVC,,2025-09-10T19:10:44.734+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0M1N,,2025-09-10T19:11:43.996+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0M49,,2025-09-10T19:12:13.122+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0MLY,,2025-09-10T19:14:40.446+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0MF2,,2025-09-10T19:13:36.136+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0MSK,,2025-09-10T19:15:34.116+00:00,,Galileo,,Ticketed,TRUE,8JY1,Z8JY1GWS
DD0MV9,,2025-09-10T19:15:53.230+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0MVL,,2025-09-10T19:15:56.595+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0N9K,,2025-09-10T19:18:20.164+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0NKT,,2025-09-10T19:19:51.243+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0NWG,,2025-09-10T19:21:36.758+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0P5C,,2025-09-10T19:23:11.899+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD09QX,,2025-09-10T19:22:11.461+00:00,,Galileo,,Ticketed,TRUE,52AU,Z52AUGWS
DD0Q8H,,2025-09-10T19:29:57.442+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0QB5,,2025-09-10T19:30:21.623+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0QHC,,2025-09-10T19:31:18.276+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0QD4,,2025-09-10T19:31:35.392+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0QLH,,2025-09-10T19:31:50.962+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0R91,,2025-09-10T19:35:46.446+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
YVINFB,,2025-09-10T19:05:30.291+00:00,,Galileo,,Ticketed,TRUE,,
DD0QNW,,2025-09-10T19:32:17.332+00:00,,Galileo,,Ticketed,TRUE,52AU,Z52AUGWS
R366PF,,2025-09-10T19:07:34.721+00:00,,Galileo,,Ticketed,TRUE,,
S4W6XC,,2025-09-10T19:25:52.215+00:00,,Galileo,,Ticketed,TRUE,,
DD0QT1,,2025-09-10T19:33:01.502+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0QZ3,,2025-09-10T19:37:11.181+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0LP8,,2025-09-10T19:09:45.039+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0RM2,,2025-09-10T19:37:44.097+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0J20,,2025-09-10T18:55:35.926+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0S7H,,2025-09-10T19:41:05.638+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0LVH,,2025-09-10T19:10:45.730+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0G02,,2025-09-10T18:45:02.666+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0SP2,,2025-09-10T19:43:39.970+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0SRR,,2025-09-10T19:44:18.090+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DD0RSK,,2025-09-10T19:38:49.316+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0T7Z,,2025-09-10T19:47:16.112+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
DCMT7D,,2025-09-10T19:43:56.341+00:00,,Galileo,,Ticketed,TRUE,D40,Z3HB3GWS
DD0PXZ,,2025-09-10T19:47:59.659+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DD0S93,,2025-09-10T19:41:20.198+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0TQ4,,2025-09-10T19:50:01.642+00:00,,Galileo,,Ticketed,TRUE,WV5,ZWV5GWS
DD0T74,,2025-09-10T19:49:33.886+00:00,,Galileo,,Ticketed,TRUE,8JY1,ZXI7GWS
DD0V99,,2025-09-10T19:53:36.349+00:00,,Galileo,,Ticketed,TRUE,8QV0,Z8QV0GWS
